1;910;Donald;Hall;19;4.04;1967-03-20;789 Pine Road, Chicago, IL 60601;7817831261
2;561;Amanda;Smith;34;3.39;1998-07-02;Taj Mahal, Agra, India 282001;2176010732
3;720;Debra;Jackson;28;4.44;1984-08-02;456 Oak Avenue, Los Angeles, CA 90001;5904537931
4;156;Daniel;Brown;27;3.47;1985-02-19;Champs-Élysées 75, Paris, France 75008;3705860043
5;457;David;Young;36;4.41;1977-11-24;Gyeongbokgung Palace 161, Seoul, South Korea 03045;5534956033
6;23;Jason;Harris;41;3.91;1998-05-10;555 Mountain Street, Washington, DC 20001;1795879299
7;453;Sharon;Taylor;18;3.21;1976-12-11;Red Square 1, Moscow, Russia 109012;3561310422
8;690;Samantha;Gonzalez;37;4.87;1964-07-08;222 Park Avenue, Boston, MA 02101;730632066
9;700;Jack;Hall;48;3.32;1979-09-25;753 Willow Avenue, San Diego, CA 92101;5742189790
10;904;Scott;Brown;34;4.3;2006-04-28;Shibuya Crossing 2, Tokyo, Japan 150-0043;7125403163
11;328;Debra;Walker;31;3.22;1987-01-07;666 Ocean Avenue, Miami, FL 33101;4428844553
12;291;Elizabeth;Thomas;31;4.04;1981-02-23;456 Oak Avenue, Los Angeles, CA 90001;1484090485
13;996;Michael;Gonzalez;48;3.71;1962-09-03;159 Birch Street, San Antonio, TX 78201;972490439
14;879;Paul;Perez;16;3.93;1982-09-14;Piazza San Marco 1, Venice, Italy 30124;9576318707
15;808;David;Miller;11;3.41;1982-06-21;246 Spruce Road, Dallas, TX 75201;953127597
16;193;Patrick;Smith;5;3.78;1996-08-06;789 Pine Road, Chicago, IL 60601;8626143262
17;606;Donald;Martinez;43;4.06;1984-07-20;321 Elm Boulevard, Houston, TX 77001;9593500051
18;378;Kevin;Young;14;3.28;1973-09-11;Sydney Opera House, Sydney, Australia 2000;4508405528
19;923;Stephen;King;44;3.94;2004-01-03;444 Lake View, Denver, CO 80201;3016185713
20;767;Thomas;Scott;48;3.47;1997-12-05;123 Main Street, New York, NY 10001;5206324322
21;744;Rebecca;Wright;0;3.62;1994-04-22;666 Ocean Avenue, Miami, FL 33101;1442304665
22;77;Eric;Adams;14;3.07;1986-12-11;456 Oak Avenue, Los Angeles, CA 90001;366854518
23;734;Brandon;White;22;4.64;1976-07-29;246 Spruce Road, Dallas, TX 75201;507083640
24;308;Ashley;Baker;8;4.34;1986-08-14;789 Pine Road, Chicago, IL 60601;2617604579
25;837;Janet;Sanchez;2;4.73;1966-01-26;666 Ocean Avenue, Miami, FL 33101;6826571447
26;781;Michael;Wilson;25;4.17;1964-04-13;Sydney Opera House, Sydney, Australia 2000;7354904587
27;941;Dennis;Nelson;34;4.47;1979-03-19;Taj Mahal, Agra, India 282001;791047831
28;458;Michael;Garcia;42;3.82;1968-01-20;Table Mountain Rd, Cape Town, South Africa 8001;8651091939
