1;993;Jessica;Baker;6;3.33;1995-09-29;Shibuya Crossing 2, Tokyo, Japan 150-0043;5833622511
2;522;Patrick;Torres;35;4.81;1974-08-04;444 Lake View, Denver, CO 80201;3305445397
3;196;Amy;Young;2;3.48;2004-04-25;Piazza San Marco 1, Venice, Italy 30124;9939804017
4;979;Michael;Allen;29;3.43;2005-05-29;Table Mountain Rd, Cape Town, South Africa 8001;4811183342
5;562;Frank;Brown;7;4.25;2004-04-20;Sydney Opera House, Sydney, Australia 2000;4777032146
6;227;Robert;Hall;14;3.37;1971-01-06;987 Cedar Lane, Philadelphia, PA 19101;3622997495
7;136;Dorothy;Carter;38;4.5;1980-06-15;333 River Road, Seattle, WA 98101;8372293861
8;456;Laura;Thomas;28;3.57;1982-02-02;456 Oak Avenue, Los Angeles, CA 90001;1607161696
9;823;David;Williams;27;3.06;1980-01-26;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;736529798
10;221;Nancy;Flores;27;5.01;1970-12-23;753 Willow Avenue, San Diego, CA 92101;7757916448
11;259;Ashley;Garcia;32;4.97;2000-05-25;Forbidden City 4, Beijing, China 100006;5524528365
12;644;Nicole;Anderson;16;4.36;2000-12-06;123 Main Street, New York, NY 10001;9310422617
13;138;Steven;Hernandez;28;3.82;1972-01-29;123 Main Street, New York, NY 10001;327888874
14;776;Samuel;Nelson;28;4.07;1964-07-07;Sagrada Família 401, Barcelona, Spain 08013;793814672
15;794;Samuel;Rivera;32;3.78;1998-07-22;333 River Road, Seattle, WA 98101;3005519108
16;379;Emma;Jones;47;4.67;1996-09-09;Table Mountain Rd, Cape Town, South Africa 8001;6659302887
17;509;Frank;Lopez;38;3.51;1976-12-12;246 Spruce Road, Dallas, TX 75201;8163742887
18;760;Donna;Perez;46;4.59;1985-04-29;321 Elm Boulevard, Houston, TX 77001;5072989325
19;725;Larry;Johnson;48;3.78;1980-05-19;Red Square 1, Moscow, Russia 109012;9654325200
20;493;Katherine;Hall;32;4.94;1979-07-18;123 Main Street, New York, NY 10001;4662739437
21;554;Nancy;Smith;18;4.71;1992-06-09;Taj Mahal, Agra, India 282001;8284078192
22;648;Elizabeth;Torres;40;3.5;1973-03-17;753 Willow Avenue, San Diego, CA 92101;2790436304
23;842;Amanda;Scott;7;4.93;1980-06-23;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;152222612
24;863;Deborah;Lewis;36;3.27;1961-04-26;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;662028572
25;34;Christopher;Hall;23;3.29;1975-12-15;444 Lake View, Denver, CO 80201;8510923618
26;720;Jessica;Green;43;3.13;1969-05-28;246 Spruce Road, Dallas, TX 75201;8501309971
27;33;Ruth;Flores;9;4.94;1989-01-30;321 Elm Boulevard, Houston, TX 77001;4897299511
28;52;Anna;Thompson;47;3.78;1974-07-12;Shibuya Crossing 2, Tokyo, Japan 150-0043;8613296503
29;464;Lisa;Rivera;25;4.7;1998-10-29;Forbidden City 4, Beijing, China 100006;9711973564
30;296;Jennifer;Roberts;16;4.08;1970-05-01;Champs-Élysées 75, Paris, France 75008;8728597905
